;;;WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche)
;;;WZ08-B-08 Produzierendes Gewerbe und Dienstleistungsbereich;WZ08-B-09 Produzierendes Gewerbe und wirtschaftl. Dienstl.;WZ08-B-05 Produzierendes Gewerbe;WZ08-B Bergbau und Gewinnung von Steinen und Erden;WZ08-C Verarbeitendes Gewerbe;WZ08-D Energieversorgung;WZ08-E Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;WZ08-F Baugewerbe;WZ08-G-02 Dienstleistungsbereich;WZ08-G-03 Wirtschaftliche Dienstleistungen;WZ08-G Handel, Instandhaltung und Reparatur von Kfz;WZ08-H Verkehr und Lagerei;WZ08-I Gastgewerbe;WZ08-J Information und Kommunikation;WZ08-K Erbringung von Finanz- und Versicherungsleistungen;WZ08-L Grundstücks- und Wohnungswesen;WZ08-M Freiberufliche, wiss. u. techn. Dienstleistungen;WZ08-N Sonstige wirtschaftliche Dienstleistungen;WZ08-O-01 Öffentliche und persönliche Dienstleistungen;WZ08-O Öff. Verwaltung, Verteidigung, Sozialversicherung;WZ08-P Erziehung und Unterricht;WZ08-Q Gesundheits- und Sozialwesen;WZ08-R Kunst, Unterhaltung und Erholung;WZ08-S Erbringung von sonstigen Dienstleistungen
BV4.1 kalender- und saisonbereinigt;2012;1. Quartal;90,524;91,170;90,673;93,098;90,343;88,446;87,491;93,247;90,455;91,591;93,280;92,762;89,025;92,050;92,097;87,538;91,797;86,533;88,946;87,234;92,906;89,591;87,045;82,755
BV4.1 kalender- und saisonbereinigt;2012;2. Quartal;91,954;92,731;91,959;96,189;91,694;90,097;90,126;93,832;91,954;93,383;94,990;96,832;90,629;94,291;91,834;90,011;93,849;87,618;90,060;88,537;92,999;90,754;89,367;85,285
BV4.1 kalender- und saisonbereinigt;2012;3. Quartal;92,221;92,581;91,982;97,506;91,689;89,648;90,226;94,021;92,337;93,088;94,420;94,400;90,514;92,634;94,862;91,859;93,083;87,991;91,336;90,774;94,026;91,572;91,657;85,275
BV4.1 kalender- und saisonbereinigt;2012;4. Quartal;93,245;93,192;92,501;98,768;92,186;91,302;91,387;94,243;93,603;93,777;94,330;94,933;91,799;94,294;95,569;94,011;93,497;89,854;93,359;92,394;95,506;92,879;94,833;91,947
BV4.1 kalender- und saisonbereinigt;2013;1. Quartal;92,551;92,604;92,798;102,079;92,724;89,272;90,908;93,836;92,434;92,444;93,636;93,891;89,785;92,063;94,975;93,473;89,840;90,402;92,420;91,446;94,625;93,621;93,907;85,380
BV4.1 kalender- und saisonbereinigt;2013;2. Quartal;92,547;92,329;92,509;101,750;92,468;89,076;90,091;93,438;92,567;92,182;93,567;93,630;88,664;92,071;94,750;93,508;88,707;91,026;93,081;92,686;95,325;93,774;95,344;85,574
BV4.1 kalender- und saisonbereinigt;2013;3. Quartal;92,619;92,538;93,167;102,005;93,328;88,474;90,839;93,406;92,358;92,013;93,274;92,771;88,722;92,134;93,660;91,273;89,334;91,895;92,818;92,056;95,093;93,579;93,429;86,712
BV4.1 kalender- und saisonbereinigt;2013;4. Quartal;93,307;93,202;93,774;103,351;93,964;89,461;91,833;93,685;93,084;92,725;93,811;92,932;90,256;93,420;94,923;92,014;90,036;92,098;93,563;93,039;95,152;94,172;94,785;88,765
BV4.1 kalender- und saisonbereinigt;2014;1. Quartal;94,092;94,061;94,218;99,423;94,506;89,234;93,382;93,877;94,031;93,929;93,640;92,802;92,670;96,512;96,573;92,223;93,367;92,161;94,166;93,837;96,077;94,115;94,492;90,653
BV4.1 kalender- und saisonbereinigt;2014;2. Quartal;94,763;94,734;94,837;101,198;95,141;89,918;94,201;94,306;94,728;94,647;93,673;93,185;94,304;95,922;97,952;94,368;95,437;92,653;94,835;94,478;96,315;94,757;93,913;93,055
BV4.1 kalender- und saisonbereinigt;2014;3. Quartal;95,626;95,492;95,473;101,590;95,640;92,732;94,947;95,093;95,700;95,507;94,911;93,763;95,652;97,666;97,763;95,291;96,165;93,012;95,956;96,204;97,009;95,462;96,731;94,290
BV4.1 kalender- und saisonbereinigt;2014;4. Quartal;96,150;96,064;96,050;102,204;96,190;93,596;95,809;95,691;96,199;96,075;95,433;94,397;95,709;97,813;97,577;95,245;97,810;93,497;96,361;96,656;97,572;95,596;95,958;95,534
BV4.1 kalender- und saisonbereinigt;2015;1. Quartal;96,662;96,624;96,745;108,076;96,682;97,207;95,246;96,620;96,623;96,523;95,631;94,976;96,034;98,527;96,945;96,307;98,535;94,762;96,755;97,161;97,471;96,005;99,274;95,797
BV4.1 kalender- und saisonbereinigt;2015;2. Quartal;97,804;97,923;98,026;108,487;98,067;98,531;96,822;97,361;97,699;97,836;96,652;96,088;97,207;101,268;98,461;94,452;99,864;96,315;97,515;97,971;97,992;96,601;102,391;96,768
BV4.1 kalender- und saisonbereinigt;2015;3. Quartal;97,996;98,036;98,002;107,898;97,983;99,128;96,652;97,543;97,993;98,063;96,527;96,656;97,222;100,893;98,037;96,438;100,676;97,094;97,898;97,887;98,287;97,489;100,615;97,698
BV4.1 kalender- und saisonbereinigt;2015;4. Quartal;98,622;98,684;98,382;107,362;98,352;99,601;96,257;98,120;98,737;98,935;97,582;98,008;98,354;101,340;98,419;97,159;101,190;98,522;98,473;98,481;98,421;97,479;104,347;100,381
BV4.1 kalender- und saisonbereinigt;2016;1. Quartal;99,359;99,402;99,262;101,247;99,353;99,589;99,143;98,639;99,404;99,516;99,200;99,947;98,874;99,981;99,771;99,100;99,847;98,994;99,255;99,097;99,607;98,685;101,309;100,434
BV4.1 kalender- und saisonbereinigt;2016;2. Quartal;99,114;99,024;99,048;100,096;99,009;99,434;98,572;99,178;99,144;99,004;99,180;99,764;99,449;98,991;98,063;99,197;98,758;98,941;99,333;98,875;99,490;99,521;98,666;99,861
BV4.1 kalender- und saisonbereinigt;2016;3. Quartal;100,543;100,614;100,613;99,889;100,570;100,458;100,814;100,877;100,510;100,615;100,843;100,535;100,814;100,379;100,786;100,724;100,280;100,614;100,368;100,358;100,175;100,250;101,681;100,877
BV4.1 kalender- und saisonbereinigt;2016;4. Quartal;100,984;100,960;101,076;98,768;101,068;100,519;101,472;101,307;100,941;100,865;100,776;99,754;100,863;100,649;101,380;100,979;101,114;101,451;101,044;101,671;100,727;101,543;98,344;98,827
BV4.1 kalender- und saisonbereinigt;2017;1. Quartal;101,705;101,916;101,822;101,611;101,613;100,032;101,925;103,323;101,650;101,991;101,460;99,759;102,365;101,614;100,877;101,068;104,236;103,367;101,192;101,715;98,467;102,273;102,251;101,150
BV4.1 kalender- und saisonbereinigt;2017;2. Quartal;102,718;102,941;102,758;102,167;102,451;100,670;104,393;104,617;102,699;103,088;102,222;100,082;102,831;102,388;102,635;103,406;105,588;105,241;102,176;103,067;99,628;102,968;103,480;101,728
BV4.1 kalender- und saisonbereinigt;2017;3. Quartal;102,863;103,253;103,194;102,430;102,857;100,453;103,397;105,587;102,710;103,301;102,628;100,211;104,114;102,946;101,694;102,323;105,786;105,795;101,916;102,152;99,460;103,161;102,191;101,680
BV4.1 kalender- und saisonbereinigt;2017;4. Quartal;104,025;104,582;104,791;102,655;104,403;101,520;105,636;107,536;103,671;104,414;103,855;101,355;105,767;103,728;102,839;102,845;106,557;107,408;102,672;102,391;100,054;104,368;103,993;102,078
BV4.1 kalender- und saisonbereinigt;2018;1. Quartal;105,042;105,390;105,390;102,542;104,919;102,521;105,561;108,588;104,881;105,390;104,314;101,659;107,384;104,244;103,490;106,462;107,796;109,613;104,197;104,631;103,264;104,948;103,996;102,006
BV4.1 kalender- und saisonbereinigt;2018;2. Quartal;105,245;105,834;106,078;101,545;105,787;101,738;104,991;108,966;104,865;105,641;104,664;102,241;108,851;104,784;102,911;106,289;107,523;110,272;103,821;103,655;102,366;105,243;103,560;101,837
BV4.1 kalender- und saisonbereinigt;2018;3. Quartal;106,507;106,759;106,373;104,332;105,721;103,647;108,090;110,202;106,565;107,065;105,926;102,912;109,299;105,408;104,970;107,894;109,144;113,080;105,891;106,285;103,977;107,340;106,289;102,935
BV4.1 kalender- und saisonbereinigt;2018;4. Quartal;107,059;107,333;106,969;105,731;106,468;103,811;107,139;110,324;107,097;107,623;106,549;102,683;109,950;106,526;105,318;109,880;109,559;113,706;106,389;107,052;104,553;107,905;105,616;102,560
BV4.1 kalender- und saisonbereinigt;2019;1. Quartal;107,579;108,139;107,827;103,369;107,406;104,464;108,069;110,937;107,464;108,387;107,159;102,871;110,739;108,613;107,141;105,417;109,817;115,585;106,224;106,007;104,521;108,157;107,265;102,225
BV4.1 kalender- und saisonbereinigt;2019;2. Quartal;109,427;109,790;109,434;106,464;108,800;107,120;110,184;113,258;109,422;110,074;108,235;103,723;111,240;109,916;109,594;107,334;112,398;118,245;108,545;109,187;107,920;109,498;110,013;103,401
BV4.1 kalender- und saisonbereinigt;2019;3. Quartal;109,296;109,541;109,189;104,407;108,751;106,090;108,742;112,446;109,343;109,821;108,429;104,340;112,390;110,101;109,053;107,128;110,862;117,428;108,699;108,722;107,761;109,858;111,836;104,716
BV4.1 kalender- und saisonbereinigt;2019;4. Quartal;110,580;110,784;110,051;106,487;109,203;108,134;111,460;114,793;110,819;111,369;110,061;105,439;113,094;110,889;111,138;108,148;112,696;119,521;110,079;110,310;109,068;112,217;109,748;102,558
BV4.1 kalender- und saisonbereinigt;2020;1. Quartal;112,459;111,927;110,402;113,087;109,589;110,910;111,533;114,225;113,392;113,144;113,094;108,048;114,135;111,980;112,394;111,708;114,374;118,326;113,703;113,426;110,782;114,944;121,405;113,728
BV4.1 kalender- und saisonbereinigt;2020;2. Quartal;113,230;112,472;110,600;113,674;109,916;110,592;110,885;114,003;114,424;113,967;115,555;108,441;115,971;111,421;113,136;112,075;114,621;117,686;115,010;113,013;110,084;116,877;128,891;120,470
BV4.1 kalender- und saisonbereinigt;2020;3. Quartal;113,540;112,710;111,003;117,750;110,192;110,698;112,136;114,874;114,690;114,073;114,846;107,808;116,461;112,168;112,952;113,429;115,636;118,068;115,487;113,492;110,878;117,244;133,977;118,873
BV4.1 kalender- und saisonbereinigt;2020;4. Quartal;112,821;111,769;109,711;118,068;108,744;109,285;111,100;114,316;114,232;113,411;114,692;107,950;117,033;111,542;112,038;112,689;113,921;116,851;115,299;112,415;110,335;116,586;138,630;122,784
BV4.1 kalender- und saisonbereinigt;2021;1. Quartal;112,711;111,627;109,685;116,344;108,386;107,677;112,708;115,929;114,080;113,175;114,330;107,351;117,241;111,306;111,418;114,076;113,311;117,945;115,257;112,147;110,372;117,385;139,122;119,442
BV4.1 kalender- und saisonbereinigt;2021;2. Quartal;113,689;112,687;110,510;118,799;109,125;108,693;113,476;117,066;115,126;114,418;115,804;108,590;117,966;113,135;112,835;114,230;114,016;119,272;116,044;114,163;111,732;117,301;136,020;120,142
BV4.1 kalender- und saisonbereinigt;2021;3. Quartal;115,743;114,813;112,825;121,444;111,268;110,111;116,049;120,345;117,064;116,397;117,721;111,375;119,639;114,248;116,105;114,813;115,842;121,112;117,926;116,498;113,267;119,638;132,803;121,139
BV4.1 kalender- und saisonbereinigt;2021;4. Quartal;116,982;115,837;113,591;125,886;111,753;110,982;118,163;122,072;118,514;117,624;118,038;111,920;121,550;115,113;117,019;117,156;118,297;123,287;119,671;117,514;114,443;121,699;131,175;126,556
BV4.1 kalender- und saisonbereinigt;2022;1. Quartal;117,743;117,057;114,943;131,790;112,921;112,024;119,484;124,242;119,014;118,741;118,865;112,497;122,986;115,934;119,283;116,926;119,593;125,005;119,355;117,448;113,679;122,186;129,818;123,002
BV4.1 kalender- und saisonbereinigt;2022;2. Quartal;122,104;122,945;119,697;146,948;117,958;121,164;122,859;126,575;123,202;125,510;123,964;113,919;130,677;120,639;126,836;124,204;132,163;131,938;120,133;116,186;112,408;125,153;133,519;124,331
BV4.1 kalender- und saisonbereinigt;2022;3. Quartal;118,968;118,692;114,726;137,408;112,229;114,696;121,187;125,084;120,875;121,813;121,468;114,188;134,776;117,637;119,457;122,446;123,474;130,037;119,618;114,433;109,944;125,805;138,095;125,552
BV4.1 kalender- und saisonbereinigt;2022;4. Quartal;124,830;124,774;119,573;149,614;116,050;118,229;128,604;134,418;127,186;128,854;127,396;117,712;144,245;120,736;123,647;122,804;137,273;139,589;124,964;116,873;116,540;132,184;142,052;132,877
BV4.1 Trend;1996;1. Quartal;67,310;66,390;65,628;/;64,277;57,022;64,823;73,499;68,238;67,183;68,445;79,534;70,943;57,721;58,630;74,935;64,191;67,794;69,603;61,603;78,450;71,415;77,782;64,976
BV4.1 Trend;1996;2. Quartal;67,480;66,562;65,739;/;64,407;57,251;65,088;73,463;68,446;67,427;68,590;79,605;71,083;58,738;58,916;74,843;64,634;68,197;69,768;61,419;78,946;71,612;78,370;65,486
BV4.1 Trend;1996;3. Quartal;67,799;66,879;66,005;/;64,695;57,553;65,629;73,583;68,798;67,805;68,893;79,888;71,313;59,927;59,272;74,475;65,200;68,798;70,088;61,406;79,645;71,927;78,954;66,141
BV4.1 Trend;1996;4. Quartal;68,177;67,234;66,312;/;65,042;57,899;66,490;73,647;69,222;68,216;69,309;80,302;71,589;61,074;59,519;73,769;65,755;69,391;70,529;61,692;80,450;72,246;79,291;66,729
BV4.1 Trend;1997;1. Quartal;68,540;67,556;66,602;/;65,389;58,305;67,488;73,595;69,631;68,576;69,709;80,665;71,833;62,092;59,722;73,011;66,214;69,819;70,997;62,117;81,240;72,535;79,518;67,211
BV4.1 Trend;1997;2. Quartal;68,808;67,775;66,771;/;65,657;58,660;68,506;73,230;69,962;68,855;70,044;80,907;72,008;62,919;59,912;72,432;66,536;70,052;71,390;62,572;81,864;72,724;79,603;67,518
BV4.1 Trend;1997;3. Quartal;68,918;67,850;66,823;/;65,777;59,066;69,271;72,868;70,109;68,957;70,154;80,946;72,042;63,452;60,065;72,268;66,634;69,915;71,593;62,852;82,240;72,701;79,829;67,636
BV4.1 Trend;1997;4. Quartal;69,122;67,998;66,978;/;65,962;59,638;70,166;72,793;70,345;69,096;70,226;81,111;71,942;63,953;60,414;72,557;66,719;69,729;71,945;63,259;82,762;72,843;80,335;67,884
BV4.1 Trend;1998;1. Quartal;69,449;68,290;67,299;/;66,309;60,324;71,229;72,922;70,674;69,353;70,402;81,485;71,839;64,528;60,859;73,352;66,877;69,654;72,359;63,649;83,333;73,109;81,059;68,318
BV4.1 Trend;1998;2. Quartal;69,804;68,617;67,697;/;66,753;60,893;72,193;73,058;71,001;69,598;70,662;81,782;71,790;65,180;61,027;73,858;67,110;69,649;72,786;64,012;83,873;73,497;81,565;68,781
BV4.1 Trend;1998;3. Quartal;70,233;69,058;68,218;/;67,400;61,195;73,099;73,072;71,371;69,944;71,053;82,186;71,950;65,887;61,299;73,915;67,485;69,730;73,186;64,392;84,257;73,912;81,807;69,318
BV4.1 Trend;1998;4. Quartal;70,691;69,540;68,795;/;68,099;61,505;73,687;73,206;71,752;70,316;71,500;82,647;72,229;66,677;61,603;73,712;67,787;69,756;73,579;64,779;84,712;74,233;82,102;69,834
BV4.1 Trend;1999;1. Quartal;71,091;69,888;69,098;/;68,489;61,586;74,032;73,195;72,215;70,718;71,960;83,273;72,565;67,513;61,872;73,467;68,122;69,794;74,116;65,318;85,338;74,739;82,350;70,368
BV4.1 Trend;1999;2. Quartal;71,583;70,313;69,439;/;68,929;62,151;74,467;73,133;72,799;71,238;72,543;83,783;72,998;68,393;62,415;73,888;68,490;70,029;74,780;65,928;86,035;75,450;82,833;71,066
BV4.1 Trend;1999;3. Quartal;72,042;70,786;69,933;/;69,479;63,324;74,764;73,343;73,236;71,688;73,113;83,751;73,431;69,365;62,962;74,478;68,792;70,439;75,202;66,359;86,523;75,883;82,763;71,481
BV4.1 Trend;1999;4. Quartal;72,554;71,380;70,700;/;70,280;65,003;75,237;73,853;73,588;72,085;73,584;83,304;73,792;70,348;63,727;74,987;69,167;70,958;75,499;66,680;86,766;76,232;82,718;71,805
BV4.1 Trend;2000;1. Quartal;73,048;71,961;71,535;/;71,113;67,154;75,822;74,448;73,884;72,400;73,862;82,592;73,976;71,532;64,496;75,183;69,627;71,538;75,770;67,083;87,010;76,370;83,010;72,049
BV4.1 Trend;2000;2. Quartal;73,443;72,362;72,078;/;71,646;68,621;76,395;74,813;74,191;72,648;74,055;82,142;74,104;72,506;65,085;74,994;70,115;71,935;76,149;67,650;87,322;76,572;83,578;72,289
BV4.1 Trend;2000;3. Quartal;73,951;72,821;72,635;/;72,169;70,144;77,104;75,227;74,669;73,002;74,486;82,052;74,331;73,136;65,696;74,957;70,487;72,241;76,783;68,372;87,937;77,078;84,724;72,706
BV4.1 Trend;2000;4. Quartal;74,419;73,320;73,189;/;72,696;71,457;77,653;75,681;75,086;73,442;75,247;82,204;74,716;73,458;66,319;75,059;70,534;72,278;77,171;68,701;88,484;77,437;85,347;72,854
BV4.1 Trend;2001;1. Quartal;74,868;73,838;73,763;/;73,257;72,664;78,248;76,122;75,463;73,909;76,210;82,482;75,126;73,457;66,939;75,354;70,432;72,022;77,434;68,729;88,930;77,843;85,878;72,939
BV4.1 Trend;2001;2. Quartal;75,264;74,298;74,220;/;73,682;73,880;78,582;76,534;75,824;74,371;77,048;82,722;75,572;73,635;67,636;75,591;70,456;71,813;77,663;68,805;89,300;78,135;86,368;73,038
BV4.1 Trend;2001;3. Quartal;75,613;74,637;74,491;/;73,966;73,978;78,667;76,847;76,218;74,781;77,607;83,174;76,066;74,007;68,128;75,764;70,604;71,822;78,036;69,246;89,647;78,478;86,908;73,197
BV4.1 Trend;2001;4. Quartal;76,071;75,053;74,859;/;74,374;73,622;78,753;77,309;76,728;75,246;78,072;83,836;76,641;74,630;68,585;76,021;70,844;72,211;78,605;70,047;90,003;78,982;87,666;73,462
BV4.1 Trend;2002;1. Quartal;76,521;75,501;75,266;/;74,868;72,624;78,669;77,791;77,200;75,732;78,522;84,583;77,272;75,370;69,111;76,139;71,011;72,716;79,059;70,955;90,141;79,249;88,183;73,560
BV4.1 Trend;2002;2. Quartal;77,009;76,042;75,790;/;75,480;72,095;78,956;78,279;77,668;76,289;79,160;85,236;77,854;75,980;69,781;76,726;71,176;73,156;79,408;71,685;90,140;79,441;88,729;73,737
BV4.1 Trend;2002;3. Quartal;77,533;76,698;76,357;/;76,043;72,876;79,381;78,928;78,167;77,033;80,132;85,865;78,496;76,617;70,728;77,652;71,477;73,605;79,581;71,974;89,894;79,650;89,364;74,146
BV4.1 Trend;2002;4. Quartal;78,109;77,360;76,915;/;76,563;74,346;79,968;79,547;78,753;77,797;81,146;86,523;79,134;77,206;71,628;78,781;71,857;73,978;79,930;72,332;90,083;79,968;90,016;74,799
BV4.1 Trend;2003;1. Quartal;78,654;77,983;77,470;/;77,056;76,246;80,662;80,141;79,294;78,482;82,064;87,180;79,563;77,622;72,439;80,373;72,194;74,135;80,289;72,717;90,306;80,311;90,254;75,595
BV4.1 Trend;2003;2. Quartal;79,054;78,440;77,890;/;77,446;77,488;81,021;80,589;79,682;78,975;82,704;87,891;79,940;77,905;72,999;81,097;72,482;74,015;80,539;73,135;90,352;80,436;90,462;76,203
BV4.1 Trend;2003;3. Quartal;79,414;78,847;78,357;/;77,947;78,619;81,459;80,756;79,984;79,325;83,057;88,344;80,020;78,140;73,542;81,251;72,990;73,875;80,779;73,702;90,440;80,460;90,432;76,486
BV4.1 Trend;2003;4. Quartal;79,689;79,177;78,721;/;78,334;79,481;81,731;80,908;80,212;79,622;83,349;88,729;80,001;78,447;73,995;80,746;73,474;73,938;80,918;74,096;90,206;80,589;90,600;76,643
BV4.1 Trend;2004;1. Quartal;79,924;79,442;79,062;/;78,742;80,056;82,032;80,855;80,391;79,817;83,566;88,453;79,823;78,870;74,475;80,207;73,927;74,181;81,078;74,646;90,073;80,762;90,296;76,340
BV4.1 Trend;2004;2. Quartal;80,006;79,558;79,220;/;78,959;80,310;82,293;80,668;80,435;79,893;83,662;87,786;79,416;79,310;74,831;80,162;74,338;74,288;81,079;75,087;89,665;80,874;89,372;75,869
BV4.1 Trend;2004;3. Quartal;80,036;79,629;79,274;/;79,048;79,997;82,543;80,590;80,452;79,980;83,771;87,263;79,252;79,801;75,086;79,923;74,850;74,044;81,007;75,465;89,194;80,854;88,350;75,493
BV4.1 Trend;2004;4. Quartal;80,145;79,786;79,414;/;79,211;79,872;83,080;80,561;80,543;80,153;83,850;87,029;79,200;80,424;75,395;79,817;75,647;73,649;80,993;76,014;88,947;80,694;86,842;75,318
BV4.1 Trend;2005;1. Quartal;80,108;79,829;79,352;/;79,087;79,738;83,415;80,687;80,520;80,292;83,815;87,192;79,340;80,977;75,480;79,632;76,436;73,016;80,762;76,259;88,366;80,460;85,082;75,347
BV4.1 Trend;2005;2. Quartal;80,152;80,012;79,576;/;79,268;79,769;83,890;81,072;80,471;80,438;83,758;87,276;79,521;81,446;75,722;79,594;77,112;72,636;80,464;76,479;87,689;80,172;82,980;75,182
BV4.1 Trend;2005;3. Quartal;80,210;80,202;79,933;/;79,644;79,966;83,954;81,348;80,373;80,473;83,688;87,201;79,554;81,674;75,910;79,274;77,380;72,536;80,196;76,801;87,053;79,818;81,265;74,894
BV4.1 Trend;2005;4. Quartal;80,366;80,472;80,465;/;80,340;80,360;83,576;81,105;80,333;80,500;83,674;87,072;79,574;81,716;76,201;78,760;77,440;72,686;80,070;77,210;86,570;79,562;80,376;74,667
BV4.1 Trend;2006;1. Quartal;80,635;80,857;81,191;/;81,276;81,231;83,343;80,739;80,376;80,582;83,740;87,099;79,645;81,598;76,573;77,979;77,444;73,086;80,066;77,490;86,255;79,518;80,436;74,638
BV4.1 Trend;2006;2. Quartal;80,739;81,000;81,469;/;81,692;82,112;83,068;80,175;80,391;80,602;83,729;87,012;79,658;81,489;76,777;77,309;77,599;73,270;80,074;77,534;85,959;79,626;80,893;74,729
BV4.1 Trend;2006;3. Quartal;80,857;81,147;81,638;/;81,919;82,780;83,163;79,912;80,483;80,730;83,699;86,990;79,730;81,536;77,512;77,104;77,809;73,332;80,121;77,633;85,659;79,758;81,487;74,903
BV4.1 Trend;2006;4. Quartal;80,917;81,209;81,608;/;81,868;82,978;83,251;79,920;80,589;80,875;83,695;86,744;79,752;81,840;78,330;77,235;78,100;73,202;80,177;77,888;85,306;79,833;81,906;75,055
BV4.1 Trend;2007;1. Quartal;80,992;81,336;81,635;/;81,861;82,607;82,824;80,271;80,689;81,093;83,723;86,375;79,773;82,520;79,394;77,498;78,522;72,976;80,126;78,151;84,880;79,737;81,848;75,076
BV4.1 Trend;2007;2. Quartal;81,237;81,653;81,931;/;82,089;82,046;82,545;81,218;80,907;81,429;83,844;86,306;80,065;83,281;80,422;77,719;78,983;73,028;80,195;78,533;84,470;79,857;81,972;75,096
BV4.1 Trend;2007;3. Quartal;81,560;81,997;82,213;/;82,309;81,293;82,438;82,094;81,251;81,827;83,989;86,334;80,296;83,958;81,348;78,206;79,767;73,285;80,470;79,137;84,276;80,120;82,771;75,179
BV4.1 Trend;2007;4. Quartal;81,984;82,385;82,495;/;82,531;81,005;82,678;82,767;81,747;82,312;84,155;86,613;80,589;84,416;82,471;78,886;80,684;73,726;80,980;80,113;84,283;80,462;84,224;75,371
BV4.1 Trend;2008;1. Quartal;82,505;82,926;83,079;81,912;83,097;81,022;83,312;83,519;82,237;82,815;84,428;87,080;80,765;84,514;83,417;79,854;81,720;74,361;81,451;80,852;84,510;80,694;85,989;75,660
BV4.1 Trend;2008;2. Quartal;83,094;83,617;83,955;82,802;83,985;81,538;83,984;84,446;82,680;83,340;84,895;87,723;80,888;84,549;84,070;80,754;82,536;75,074;81,790;81,238;84,751;80,912;87,112;76,057
BV4.1 Trend;2008;3. Quartal;83,871;84,447;85,075;84,031;85,106;82,636;84,848;85,582;83,284;83,908;85,568;88,728;81,298;84,727;83,985;81,587;83,104;76,096;82,438;81,823;85,427;81,626;87,634;76,706
BV4.1 Trend;2008;4. Quartal;84,762;85,293;86,216;85,343;86,271;83,589;85,772;86,647;84,048;84,488;86,199;89,691;81,741;85,157;83,631;82,258;83,933;77,171;83,438;82,875;86,617;82,636;87,802;77,468
BV4.1 Trend;2009;1. Quartal;85,431;85,759;86,653;86,391;86,618;84,396;86,361;87,447;84,835;84,983;86,660;90,440;82,053;85,652;83,505;82,359;84,472;78,277;84,602;84,215;87,990;83,741;87,941;78,231
BV4.1 Trend;2009;2. Quartal;85,816;85,982;86,728;87,288;86,610;84,350;86,412;87,974;85,376;85,338;86,892;90,996;82,092;86,029;83,699;82,544;84,811;79,156;85,381;85,053;89,245;84,306;88,065;78,623
BV4.1 Trend;2009;3. Quartal;85,984;86,070;86,552;87,565;86,355;84,187;86,227;88,223;85,717;85,662;87,054;91,478;82,111;86,426;84,421;82,764;84,956;79,609;85,745;85,325;89,967;84,561;88,106;78,896
BV4.1 Trend;2009;4. Quartal;86,107;86,195;86,410;87,927;86,136;84,267;85,955;88,442;85,974;86,026;87,302;92,081;82,353;86,797;85,321;83,278;84,979;79,833;85,864;85,222;90,399;84,686;87,948;79,091
BV4.1 Trend;2010;1. Quartal;86,352;86,528;86,526;87,991;86,228;84,431;85,886;88,645;86,266;86,527;87,613;93,056;82,871;87,170;86,407;84,088;85,383;79,870;85,895;85,040;90,514;84,847;87,667;79,302
BV4.1 Trend;2010;2. Quartal;86,556;86,784;86,572;87,966;86,233;84,908;86,186;88,769;86,544;86,961;87,952;93,700;83,419;87,353;87,319;84,537;85,795;79,969;85,979;84,915;90,387;85,233;87,716;79,650
BV4.1 Trend;2010;3. Quartal;86,978;87,255;87,038;88,466;86,760;85,245;86,620;88,945;86,945;87,436;88,472;93,647;84,136;87,701;88,024;85,234;86,496;80,324;86,286;85,132;90,457;85,807;87,740;80,141
BV4.1 Trend;2010;4. Quartal;87,611;87,938;87,901;89,231;87,742;85,760;87,049;89,330;87,470;87,967;89,120;92,791;84,881;88,210;88,928;86,021;87,463;80,971;86,803;85,620;90,730;86,559;87,765;80,855
BV4.1 Trend;2011;1. Quartal;88,351;88,661;88,861;90,647;88,810;86,440;87,533;89,841;88,107;88,490;89,771;91,443;85,681;88,683;89,736;87,219;88,474;81,867;87,583;86,511;91,246;87,444;87,760;81,935
BV4.1 Trend;2011;2. Quartal;88,925;89,218;89,530;91,618;89,480;86,951;87,617;90,591;88,637;88,954;90,304;90,603;86,429;89,047;90,466;87,976;89,161;82,864;88,195;87,153;91,863;88,173;87,230;82,554
BV4.1 Trend;2011;3. Quartal;89,442;89,799;90,000;92,317;89,880;87,577;87,790;91,413;89,176;89,628;91,123;90,521;87,351;89,965;90,834;88,195;89,867;84,017;88,564;87,289;92,295;88,821;86,825;82,941
BV4.1 Trend;2011;4. Quartal;89,963;90,492;90,479;92,867;90,310;87,855;87,928;92,241;89,715;90,502;92,236;91,273;88,186;90,935;91,262;88,236;90,605;85,158;88,680;87,080;92,419;89,314;86,364;83,118
